"Submission ID","UserId","Submission time","DistrictName","UpazilaName","Items to Choose","hasProduct","Price"
"19b375a0-13f7-4f6d-b49d-beda2e3ff268","fe131476aa453d8177177dbc868e8265",2024-12-15 12:52:58,"Rajshahi","Matihar","Onion",11,100
"19b375a0-13f7-4f6d-b49d-beda2e3ff268","fe131476aa453d8177177dbc868e8265",2024-12-15 12:52:58,"Rajshahi","Matihar","Green Chilli",12,100
"1f2399f8-df23-4ade-9d85-fe0ef90581d5","2121cd939eb18e4942dc891e4d49dd06",2024-12-29 10:55:11,"Naogaon","Dhamoirhat","Eggs",7,48
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Rice",1,73
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Flour",2,60
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Lentil",3,155
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Soybean Oil",4,167
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Salt",5,42
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Eggs",7,50
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Potato",9,70
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Onion",11,120
"228625d6-bc6c-4776-b20b-8ac43923c8d2","24d4f26a0359322aa9de9b83d25d2875",2024-12-02 12:06:00,"Dhaka","Mohammadpur","Green Chilli",12,100
"2342d437-2ef6-4c6e-a565-9fa566c012c6","7ceac72b25b304a7f5f0783c2498e89a",2024-12-23 02:51:21,"Dhaka","Adabor","Chicken",8,200
"2342d437-2ef6-4c6e-a565-9fa566c012c6","7ceac72b25b304a7f5f0783c2498e89a",2024-12-23 02:51:21,"Dhaka","Adabor","Potato",9,80
"23469788-b09a-47ac-b461-134b6363aa58","2121cd939eb18e4942dc891e4d49dd06",2024-12-20 08:21:58,"Rajshahi","Boalia","Soybean Oil",4,170
"23469788-b09a-47ac-b461-134b6363aa58","2121cd939eb18e4942dc891e4d49dd06",2024-12-20 08:21:58,"Rajshahi","Boalia","Chicken",8,180
"23469788-b09a-47ac-b461-134b6363aa58","2121cd939eb18e4942dc891e4d49dd06",2024-12-20 08:21:58,"Rajshahi","Boalia","Onion",11,60
"23469788-b09a-47ac-b461-134b6363aa58","2121cd939eb18e4942dc891e4d49dd06",2024-12-20 08:21:58,"Rajshahi","Boalia","Green Chilli",12,60
"251325aa-d7c3-4537-a9c6-aab58951d6b8","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:16:21,"Rajshahi","Boalia","Rice",1,78
"251325aa-d7c3-4537-a9c6-aab58951d6b8","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:16:21,"Rajshahi","Boalia","Lentil",3,110
"251325aa-d7c3-4537-a9c6-aab58951d6b8","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:16:21,"Rajshahi","Boalia","Sugar",6,120
"251325aa-d7c3-4537-a9c6-aab58951d6b8","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:16:21,"Rajshahi","Boalia","Eggs",7,40
"251325aa-d7c3-4537-a9c6-aab58951d6b8","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:16:21,"Rajshahi","Boalia","Green Chilli",12,60
"2597438d-7052-420a-acaa-ea45a8b61b29",NA,2025-01-19 15:06:32,"Rajshahi","Matihar","Potato",9,30
"2597438d-7052-420a-acaa-ea45a8b61b29",NA,2025-01-19 15:06:32,"Rajshahi","Matihar","Eggplant",10,30
"2597438d-7052-420a-acaa-ea45a8b61b29",NA,2025-01-19 15:06:32,"Rajshahi","Matihar","Onion",11,50
"2597438d-7052-420a-acaa-ea45a8b61b29",NA,2025-01-19 15:06:32,"Rajshahi","Matihar","Green Chilli",12,60
"27584ebd-076f-49fe-af09-15da3d4f75e5","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:17:32,"Rajshahi","Boalia","Lentil",3,140
"27584ebd-076f-49fe-af09-15da3d4f75e5","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:17:32,"Rajshahi","Boalia","Sugar",6,140
"27584ebd-076f-49fe-af09-15da3d4f75e5","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:17:32,"Rajshahi","Boalia","Eggs",7,44
"284e84b7-0256-451a-8419-ccda327a9498","2121cd939eb18e4942dc891e4d49dd06",2024-12-30 11:53:49,"Naogaon","Dhamoirhat","Soybean Oil",4,190
"284e84b7-0256-451a-8419-ccda327a9498","2121cd939eb18e4942dc891e4d49dd06",2024-12-30 11:53:49,"Naogaon","Dhamoirhat","Sugar",6,125
"293f4c95-e57b-473f-8e42-32f43a408828","b1d010371fae7901b9fd0ed15188a671",2024-12-29 15:12:09,"Bogra","Nandigram","Onion",11,50
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Rice",1,60
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Lentil",3,120
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Soybean Oil",4,185
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Eggs",7,40
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Chicken",8,190
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Potato",9,40
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Onion",11,50
"298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia","Green Chilli",12,60
"2a402d5d-568b-44cf-9993-503758745d37","cace0976269890ca006283f9703bae92",2024-12-17 13:37:44,"Jessore","Kotwali","Rice",1,70
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Rice",1,60
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Flour",2,45
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Lentil",3,130
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Soybean Oil",4,200
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Salt",5,40
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Sugar",6,130
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Eggs",7,46
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Chicken",8,170
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Potato",9,80
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Eggplant",10,70
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Onion",11,80
"2a796a9f-9e85-4613-b89a-524ba8699a08","592b044c1703d539761e02611764d8ba",2024-12-18 16:12:47,"Rajshahi","Boalia","Green Chilli",12,80
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Rice",1,60
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Flour",2,60
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Lentil",3,110
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Salt",5,40
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Eggs",7,48
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Chicken",8,180
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Potato",9,100
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Eggplant",10,50
"2c702645-a666-4b1a-a901-07a8f405beb5","2121cd939eb18e4942dc891e4d49dd06",2024-12-13 13:38:38,"Rajshahi","Boalia","Onion",11,80
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Rice",1,65
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Flour",2,58
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Lentil",3,140
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Soybean Oil",4,180
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Salt",5,45
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Sugar",6,150
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Eggs",7,52
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Chicken",8,180
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Potato",9,70
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Eggplant",10,60
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Onion",11,90
"2cded36d-9c5d-49d7-acec-e7ba6d7c0be5","b418c84c822c5c94b4d00209baf0a8ec",2024-12-24 00:57:37,"Cox'S Bazar","Ukhia","Green Chilli",12,120
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Rice",1,75
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Flour",2,65
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Lentil",3,110
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Soybean Oil",4,200
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Salt",5,40
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Sugar",6,130
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Eggs",7,50
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Chicken",8,300
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Potato",9,60
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Eggplant",10,60
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Onion",11,90
"2cf3ab95-3d0b-4321-8988-a56986ec3fa3","b0fc6421227d3f112057cd5dda376f36",2024-12-26 06:33:06,"Barisal","Babuganj","Green Chilli",12,60
