"","Submission ID","UserId","Submission time","DistrictName","UpazilaName","Rice","Value - Rice"
"57","02246c6a-414a-44b2-bd15-403a9b7da7d9","b0090872a6819c04bf810bd47f50ede1",2025-01-02 10:52:14,"Rajshahi","Matihar",1,75
"58","c09f20a0-dcd5-4a83-a6f9-29295dd1033f","b1d010371fae7901b9fd0ed15188a671",2025-01-04 13:39:07,"Rajshahi","Matihar",1,72
"59","dd895f63-b508-4090-be55-e7de70902b80","886e897b7c9a8a66297d024a696f2c93",2025-01-06 07:52:46,"Gaibandha","Sadullapur",1,65
"60","84c0ef3d-68fb-4dcb-ab6d-a1a648e95508","2b8427508a9e3bcf9e579578f6629e08",2025-01-06 12:14:24,"Pabna","Santhia",1,65
"61","347a9007-efba-4b6a-a6d1-6d733cde1ce6","71c7f4219426d4441355ae3917e30e92",2025-01-06 16:42:20,"Dhaka","Jatrabari",1,70
"62","251325aa-d7c3-4537-a9c6-aab58951d6b8","2121cd939eb18e4942dc891e4d49dd06",2025-01-06 18:16:21,"Rajshahi","Boalia",1,78
"63","9f441d18-b9c7-4eb7-b9b9-eddb89bb5bcc","2121cd939eb18e4942dc891e4d49dd06",2025-01-10 09:44:51,"Rajshahi","Boalia",1,65
"64","298bd292-d46f-45f5-8f07-9e851da59d8d","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:35:32,"Rajshahi","Boalia",1,60
"65","dd2dee71-3439-485a-81f2-3abaac4ef4d8","2121cd939eb18e4942dc891e4d49dd06",2025-01-11 07:38:17,"Rajshahi","Boalia",1,70
"66","59806d25-fe16-4387-a51d-a54dd81883aa","572d1680512266ab142dd3e235069a1f",2025-01-13 16:45:11,"Rajshahi","Matihar",1,NA
"67","bc6a1eb3-8c7c-42dd-8777-82a2b30b2c10","2121cd939eb18e4942dc891e4d49dd06",2025-01-15 15:32:32,"Rajshahi","Boalia",1,70
"68","8b0fe601-90fc-48ff-a30e-3a0717f7a700",NA,2025-01-17 11:25:57,"Rajshahi","Boalia",1,70
"69","58290cb7-b2b8-4973-9514-7eb921d72040",NA,2025-01-19 14:46:21,"Dinajpur","Dinajpur Sadar",1,80
"70","9114bfa5-3042-404a-82a4-a946a56b83e6",NA,2025-01-19 15:09:38,"Rajshahi","Matihar",1,64
"71","7fd736ed-591b-4c8e-b74b-8fe4ada61ca8",NA,2025-01-20 15:41:11,"Rajshahi","Matihar",1,55
"72","b0eca3c2-5deb-4ef1-8a2e-3e329028a582",NA,2025-01-20 15:52:07,"Rajshahi","Matihar",1,60
"73","4c601c50-6e7f-4941-8ade-217b5a40b9c8",NA,2025-01-20 15:53:09,"Rajshahi","Matihar",1,70
"74","acdd39c9-3dec-4e8a-a388-28dd546887cf",NA,2025-01-20 15:54:10,"Rajshahi","Matihar",1,65
"75","a90186e2-e7f5-423d-a119-9230249817a4",NA,2025-01-27 05:08:53,"Rajshahi","Matihar",1,60
"76","e8f750f2-0e77-448b-ab10-b9b39d4a9126",NA,2025-01-29 07:56:44,"Rajshahi","Matihar",1,65
